timestamp_sec_floor,timestamp,/electrical/temp_sensors/in.inlet_temp,/electrical/temp_sensors/out.outlet_temp
1761090478,10/21/25 | 07:47:58 PM,,19.729999542236328
1761090479,10/21/25 | 07:47:59 PM,,21.68000030517578
1761090480,10/21/25 | 07:48:00 PM,,19.440000534057617
1761090481,10/21/25 | 07:48:01 PM,,19.420000076293945
1761090482,10/21/25 | 07:48:02 PM,,21.1299991607666
1761090483,10/21/25 | 07:48:03 PM,,17.690000534057617
1761090484,10/21/25 | 07:48:04 PM,,20.270000457763672
1761090485,10/21/25 | 07:48:05 PM,,21.739999771118164
1761090486,10/21/25 | 07:48:06 PM,,20.43000030517578
1761090487,10/21/25 | 07:48:07 PM,,19.860000610351562
1761090488,10/21/25 | 07:48:08 PM,,19.350000381469727
1761090489,10/21/25 | 07:48:09 PM,,23.040000915527344
1761090490,10/21/25 | 07:48:10 PM,,18.020000457763672
1761090491,10/21/25 | 07:48:11 PM,,19.489999771118164
1761090492,10/21/25 | 07:48:12 PM,,20.31999969482422
1761090493,10/21/25 | 07:48:13 PM,,19.030000686645508
1761090494,10/21/25 | 07:48:14 PM,,20.209999084472656
1761090495,10/21/25 | 07:48:15 PM,,19.65999984741211
1761090496,10/21/25 | 07:48:16 PM,,19.030000686645508
1761090497,10/21/25 | 07:48:17 PM,,19.700000762939453
1761090498,10/21/25 | 07:48:18 PM,,19.84000015258789
1761090499,10/21/25 | 07:48:19 PM,,19.59000015258789
1761090500,10/21/25 | 07:48:20 PM,,19.860000610351562
1761090501,10/21/25 | 07:48:21 PM,,19.84000015258789
1761090502,10/21/25 | 07:48:22 PM,,20.229999542236328
1761090503,10/21/25 | 07:48:23 PM,,20.010000228881836
1761090504,10/21/25 | 07:48:24 PM,,20.010000228881836
1761090505,10/21/25 | 07:48:25 PM,,19.790000915527344
1761090506,10/21/25 | 07:48:26 PM,,19.549999237060547
1761090507,10/21/25 | 07:48:27 PM,,19.639999389648438
1761090508,10/21/25 | 07:48:28 PM,,19.729999542236328
1761090509,10/21/25 | 07:48:29 PM,,19.940000534057617
1761090510,10/21/25 | 07:48:30 PM,,19.729999542236328
1761090511,10/21/25 | 07:48:31 PM,,19.65999984741211
1761090512,10/21/25 | 07:48:32 PM,,19.65999984741211
1761090513,10/21/25 | 07:48:33 PM,,19.969999313354492
1761090514,10/21/25 | 07:48:34 PM,,19.729999542236328
1761090515,10/21/25 | 07:48:35 PM,,20.010000228881836
